epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
34,428.186,0.05306,0.8125,1,0.93951,0.000845432,0.000845432,0.000845432
35,440.53,0.04925,0.81048,1,0.85577,0.000827748,0.000827748,0.000827748
36,452.733,0.05364,0.83669,1,0.80665,0.000810064,0.000810064,0.000810064
37,465.098,0.05069,0.83871,1,0.84202,0.00079238,0.00079238,0.00079238
38,477.327,0.04861,0.8246,1,0.75536,0.000774697,0.000774697,0.000774697
39,489.624,0.04424,0.82863,1,0.74316,0.000757013,0.000757013,0.000757013
40,501.954,0.04412,0.83871,1,0.80236,0.000739329,0.000739329,0.000739329
41,514.402,0.04644,0.83468,1,0.83064,0.000721645,0.000721645,0.000721645
42,526.803,0.04484,0.81452,1,0.88249,0.000703961,0.000703961,0.000703961
43,539.23,0.04207,0.83065,1,0.87047,0.000686277,0.000686277,0.000686277
44,551.669,0.03354,0.84879,1,0.78838,0.000668593,0.000668593,0.000668593
45,563.836,0.04667,0.83266,1,0.87462,0.000650909,0.000650909,0.000650909
46,576.203,0.04456,0.83065,1,0.74496,0.000633226,0.000633226,0.000633226
47,588.516,0.03178,0.8246,1,0.80496,0.000615542,0.000615542,0.000615542
48,600.802,0.02791,0.83065,1,0.79067,0.000597858,0.000597858,0.000597858
49,613.055,0.0351,0.81855,1,0.851,0.000580174,0.000580174,0.000580174
50,625.491,0.03238,0.83065,1,0.84806,0.00056249,0.00056249,0.00056249
51,637.83,0.03533,0.83669,1,0.90611,0.000544806,0.000544806,0.000544806
52,650.271,0.03194,0.83669,1,0.85935,0.000527122,0.000527122,0.000527122
53,662.536,0.03078,0.83669,1,0.84424,0.000509438,0.000509438,0.000509438
54,674.952,0.02827,0.82661,1,0.80267,0.000491755,0.000491755,0.000491755
55,687.125,0.03216,0.8246,1,0.84758,0.000474071,0.000474071,0.000474071
56,699.348,0.02428,0.82056,1,0.83811,0.000456387,0.000456387,0.000456387
57,711.753,0.02546,0.82863,1,0.78915,0.000438703,0.000438703,0.000438703
58,724.03,0.02085,0.83871,1,0.78333,0.000421019,0.000421019,0.000421019
59,736.42,0.02165,0.8246,1,0.79718,0.000403335,0.000403335,0.000403335
60,748.906,0.02094,0.83468,1,0.76826,0.000385651,0.000385651,0.000385651
61,761.298,0.02789,0.82661,1,0.837,0.000367967,0.000367967,0.000367967
62,773.766,0.02574,0.8125,1,0.89516,0.000350284,0.000350284,0.000350284
63,786.154,0.02769,0.81452,1,0.84399,0.0003326,0.0003326,0.0003326
64,798.403,0.0248,0.81452,1,0.87981,0.000314916,0.000314916,0.000314916
65,810.657,0.02526,0.8246,1,0.8838,0.000297232,0.000297232,0.000297232
66,823.016,0.02052,0.83065,1,0.86843,0.000279548,0.000279548,0.000279548
67,835.427,0.01902,0.82863,1,0.81984,0.000261864,0.000261864,0.000261864
68,847.685,0.01795,0.82661,1,0.84222,0.00024418,0.00024418,0.00024418
69,860.016,0.01689,0.83468,1,0.79012,0.000226497,0.000226497,0.000226497
70,872.287,0.01799,0.82863,1,0.84018,0.000208813,0.000208813,0.000208813
71,937.857,0.01351,0.8246,1,0.84773,0.000191129,0.000191129,0.000191129
72,951.019,0.01336,0.83065,1,0.87372,0.000173445,0.000173445,0.000173445
73,965.455,0.01716,0.81855,1,0.85155,0.000155761,0.000155761,0.000155761
74,978.763,0.01305,0.82661,1,0.87392,0.000138077,0.000138077,0.000138077
75,991.708,0.0155,0.82258,1,0.85144,0.000120393,0.000120393,0.000120393
76,1004.73,0.01691,0.82056,1,0.87793,0.000102709,0.000102709,0.000102709
77,1017.67,0.00921,0.82258,1,0.84276,8.50255e-05,8.50255e-05,8.50255e-05
78,1030.61,0.01151,0.83266,1,0.8109,6.73416e-05,6.73416e-05,6.73416e-05
79,1043.44,0.01204,0.83266,1,0.82567,4.96578e-05,4.96578e-05,4.96578e-05
80,1056.36,0.01337,0.82863,1,0.85626,3.19739e-05,3.19739e-05,3.19739e-05
